Gene.stable.ID	seqnames	start	end	width	strand	Gene.type	Gene.name_NBIS*	Description (product)	Uniprot entry	Description from Ensembl
ENSCHAG00000025920	12	22889585	22902837	13253	+	protein_coding	st8sia5	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:ZFIN;Acc:ZDB-GENE-060322-8]"		
ENSCHAG00000025936	12	22917782	22932706	14925	+	protein_coding	loxhd1a	lipoxygenase homology domains 1a [Source:ZFIN;Acc:ZDB-GENE-091112-20]		
ENSCHAG00000025959	12	22935533	22952346	16814	+	protein_coding	LOXHD1	lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]		
ENSCHAG00000025971	12	22955003	22974474	19472	-	protein_coding	C18orf25	"chromosome unknown open reading frame, human C18orf25 [Source:NCBI gene;Acc:105911113]"		
ENSCHAG00000025974	12	22976835	22980259	3425	-	protein_coding	si:ch73-29c22.1	si:ch73-29c22.1 [Source:ZFIN;Acc:ZDB-GENE-091204-309]		
ENSCHAG00000025977	12	22982967	22986197	3231	-	protein_coding	spout1	SPOUT domain containing methyltransferase 1 [Source:NCBI gene;Acc:105911075]		
ENSCHAG00000025990	12	22985548	22989868	4321	+	protein_coding	nsa2	NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488]		
ENSCHAG00000025993	12	22988958	22995111	6154	+	protein_coding	tor1	torsin family 1 [Source:ZFIN;Acc:ZDB-GENE-080917-50]		
ENSCHAG00000025999	12	22998836	23002654	3819	-	protein_coding	st6galnac6	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:NCBI gene;Acc:105911082]"		
ENSCHAG00000026011	12	23007114	23020405	13292	+	protein_coding	miga2	mitoguardin 2 [Source:NCBI gene;Acc:105911119]		
ENSCHAG00000026063	12	23024248	23032698	8451	+	protein_coding	dolpp1	dolichyldiphosphatase 1 [Source:NCBI gene;Acc:105911074]		
ENSCHAG00000026067	12	23053213	23072259	19047	+	protein_coding	rent1*	Putative regulator of nonsense transcripts 1	sp|Q98TR3|RENT1_TAKRU	
ENSCHAG00000026083	12	23078090	23105147	27058	-	protein_coding	lamc1*	Laminin subunit gamma-1	sp|Q1LVF0|LAMC1_DANRE	
ENSCHAG00000002356	12	23112378	23113823	1446	+	protein_coding	zbtb43	zinc finger and BTB domain containing 43 [Source:NCBI gene;Acc:105911083]		
ENSCHAG00000002473	12	23117672	23200586	82915	+	protein_coding	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:HGNC:16851]		
ENSCHAG00000003585	12	23157018	23167167	10150	-	protein_coding	angptl2a	angiopoietin-like 2a [Source:NCBI gene;Acc:569092]		
ENSCHAG00000003600	12	23206047	23211030	4984	-	protein_coding	fbxw2	F-box and WD repeat domain containing 2 [Source:NCBI gene;Acc:105911106]		
ENSCHAG00000003645	12	23216243	23231041	14799	-	protein_coding	ncs1a	neuronal calcium sensor 1 [Source:NCBI gene;Acc:105911079]		
ENSCHAG00000003724	12	23237808	23250317	12510	-	protein_coding	gpr107	G protein-coupled receptor 107 [Source:ZFIN;Acc:ZDB-GENE-061103-130]		
ENSCHAG00000003848	12	23251168	23262247	11080	-	protein_coding	crata	carnitine O-acetyltransferase a [Source:ZFIN;Acc:ZDB-GENE-040927-17]		
ENSCHAG00000004320	12	23262696	23272698	10003	+	protein_coding	ptpa	protein phosphatase 2 phosphatase activator [Source:NCBI gene;Acc:105911101]		
ENSCHAG00000004832	12	23275144	23276055	912	-	protein_coding	ier5l	immediate early response 5 like [Source:NCBI gene;Acc:105911076]		
ENSCHAG00000004859	12	23420805	23424102	3298	+	protein_coding	ntmt1	N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:NCBI gene;Acc:105911121]		
ENSCHAG00000004879	12	23425037	23430906	5870	-	protein_coding	ndor1	NADPH dependent diflavin oxidoreductase 1 [Source:NCBI gene;Acc:393621]		
ENSCHAG00000005132	12	23449947	23467148	17202	-	protein_coding	lrsam1	leucine rich repeat and sterile alpha motif containing 1 [Source:ZFIN;Acc:ZDB-GENE-060526-97]		
ENSCHAG00000005485	12	23468223	23472120	3898	+	protein_coding	rpl12	ribosomal protein L12 [Source:NCBI gene;Acc:105911110]		
ENSCHAG00000005619	12	23472326	23473336	1011	-	protein_coding	pole3	"DNA polymerase epsilon 3, accessory subunit [Source:NCBI gene;Acc:105911112]"		
ENSCHAG00000005656	12	23488067	23490581	2515	+	protein_coding	ccn1l1	"cellular communication network factor 1, like 1 [Source:ZFIN;Acc:ZDB-GENE-050417-136]"		
ENSCHAG00000005730	12	23496229	23507505	11277	+	protein_coding	lmo4a	LIM domain only 4a [Source:ZFIN;Acc:ZDB-GENE-010702-1]		
ENSCHAG00000005749	12	23534841	23538173	3333	-	protein_coding	tubb2b	tubulin beta 4B class IVb [Source:NCBI gene;Acc:105911102]		
ENSCHAG00000005894	12	23541527	23552905	11379	-	protein_coding	glipr2*	Golgi-associated plant pathogenesis-related protein 1	sp|Q9H4G4|GAPR1_HUMAN	
ENSCHAG00000006452	12	23555751	23563930	8180	+	protein_coding	fpgs	folylpolyglutamate synthase [Source:ZFIN;Acc:ZDB-GENE-040426-2781]		
ENSCHAG00000007237	12	23564398	23568738	4341	+	protein_coding	cdk9	cyclin-dependent kinase 9 (CDC2-related kinase) [Source:ZFIN;Acc:ZDB-GENE-030131-321]		
ENSCHAG00000007287	12	23577984	23598735	20752	+	protein_coding	CRB2	crumbs cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:18688]		
ENSCHAG00000007433	12	23604473	23698167	93695	-	protein_coding	dennd1a	DENN/MADD domain containing 1A [Source:ZFIN;Acc:ZDB-GENE-060404-6]		
ENSCHAG00000009120	12	23706881	23713697	6817	+	protein_coding	LHX2	LIM homeobox 2 [Source:NCBI gene;Acc:105911085]		
ENSCHAG00000009167	12	23729159	23769771	40613	+	protein_coding	nek6	NIMA related kinase 6 [Source:NCBI gene;Acc:105911108]		
ENSCHAG00000009649	12	23772778	23791795	19018	-	protein_coding	psmb7	proteasome 20S subunit beta 7 [Source:ZFIN;Acc:ZDB-GENE-001208-4]		
ENSCHAG00000009743	12	23805307	23817653	12347	-	protein_coding	nr5a1b	nuclear receptor subfamily 5 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7983]		
ENSCHAG00000009757	12	23828902	23944527	115626	-	protein_coding	NR6A1	nuclear receptor subfamily 6 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7985]		
ENSCHAG00000009877	12	23947431	23981232	33802	+	protein_coding	OLFML2A	olfactomedin like 2A [Source:NCBI gene;Acc:105911077]		
ENSCHAG00000009913	12	24013230	24017020	3791	-	protein_coding	rpl35	ribosomal protein L35 [Source:NCBI gene;Acc:105911123]		
ENSCHAG00000009956	12	24017912	24025141	7230	+	protein_coding	arpc5lb	actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366]		
ENSCHAG00000010110	12	24031167	24065679	34513	-	protein_coding	scai	suppressor of cancer cell invasion [Source:ZFIN;Acc:ZDB-GENE-060526-57]		
ENSCHAG00000010333	12	24066908	24072065	5158	-	protein_coding	ppp6c	protein phosphatase 6 catalytic subunit [Source:NCBI gene;Acc:105911115]		
ENSCHAG00000010356	12	24116942	24225595	108654	+	protein_coding	si:dkey-220k22.1	si:dkey-220k22.1 [Source:ZFIN;Acc:ZDB-GENE-060526-255]		
ENSCHAG00000010369	12	24185330	24185904	575	+	protein_coding				
ENSCHAG00000010417	12	24264136	24284466	20331	-	protein_coding	sh3glb2b	SH3-domain GRB2-like endophilin B2b [Source:ZFIN;Acc:ZDB-GENE-040426-833]		
ENSCHAG00000011429	12	24285264	24294295	9032	-	protein_coding	pip5kl1	phosphatidylinositol-4-phosphate 5-kinase-like 1 [Source:ZFIN;Acc:ZDB-GENE-060526-248]		
ENSCHAG00000011439	12	24295640	24297270	1631	-	protein_coding	dpm2	"dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:ZFIN;Acc:ZDB-GENE-030131-9093]"		
ENSCHAG00000011469	12	24300294	24302813	2520	-	protein_coding	dpm2	"dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:ZFIN;Acc:ZDB-GENE-030131-9093]"		
ENSCHAG00000011493	12	24307824	24359998	52175	-	protein_coding	fam102ab	family with sequence similarity 102 member Ab [Source:ZFIN;Acc:ZDB-GENE-060929-412]		
ENSCHAG00000011571	12	24362541	24388643	26103	+	protein_coding	slc25a25b	solute carrier family 25 member 25 [Source:NCBI gene;Acc:105909188]		
ENSCHAG00000013164	12	24393100	24399113	6014	+	protein_coding	uap1l1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:NCBI gene;Acc:105909125]		
ENSCHAG00000013283	12	24399796	24402679	2884	+	protein_coding	zdhhc12b	zinc finger DHHC-type containing 12 [Source:NCBI gene;Acc:105909209]		
ENSCHAG00000013440	12	24404610	24420299	15690	-	protein_coding	pkn3	protein kinase N3 [Source:ZFIN;Acc:ZDB-GENE-030131-1902]		
ENSCHAG00000019128	12	24421099	24424205	3107	+	protein_coding	setb	SET nuclear proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-030131-433]		
ENSCHAG00000019172	12	24426169	24429946	3778	+	protein_coding	wdr34	WD repeat domain 34 [Source:ZFIN;Acc:ZDB-GENE-070928-9]		
ENSCHAG00000019407	12	24430875	24471301	40427	-	protein_coding	sptan1	"spectrin alpha, non-erythrocytic 1 [Source:ZFIN;Acc:ZDB-GENE-051113-60]"		
ENSCHAG00000022991	12	24485058	24491074	6017	-	protein_coding	PTGES2	prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]		
ENSCHAG00000023015	12	24492737	24506139	13403	-	protein_coding	zer1	"zyg-11 related, cell cycle regulator [Source:ZFIN;Acc:ZDB-GENE-040426-2307]"		
ENSCHAG00000023380	12	24509084	24587549	78466	+	protein_coding	TBC1D13	TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]		
ENSCHAG00000023478	12	24544080	24550413	6334	-	protein_coding	odf2a	outer dense fiber of sperm tails 2a [Source:ZFIN;Acc:ZDB-GENE-091117-46]		
ENSCHAG00000023511	12	24552282	24555282	3001	-	protein_coding	PTGES2	prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]		
ENSCHAG00000023524	12	24561642	24573167	11526	-	protein_coding	zer1	"zyg-11 related, cell cycle regulator [Source:ZFIN;Acc:ZDB-GENE-040426-2307]"		
ENSCHAG00000023569	12	24625493	24671083	45591	+	protein_coding	rgl1*	Ral guanine nucleotide dissociation stimulator-like 1	sp|Q6P112|RGL1_DANRE	
ENSCHAG00000023656	12	24672231	24682437	10207	+	protein_coding	lmbrd2b	LMBR1 domain containing 2b [Source:NCBI gene;Acc:335257]		
ENSCHAG00000023871	12	24685436	24688160	2725	+	protein_coding	capslb	calcyphosine-like b [Source:ZFIN;Acc:ZDB-GENE-050417-298]		
ENSCHAG00000023878	12	24689176	24694079	4904	-	protein_coding	il7r	interleukin 7 receptor [Source:ZFIN;Acc:ZDB-GENE-080110-7]		
ENSCHAG00000024021	12	24702542	24771188	68647	-	protein_coding	myo5b	myosin VB [Source:ZFIN;Acc:ZDB-GENE-031219-7]		
ENSCHAG00000026197	12	24773299	24781754	8456	-	protein_coding	cfap53	cilia and flagella associated protein 53 [Source:NCBI gene;Acc:567344]		
ENSCHAG00000026200	12	24783173	24790510	7338	-	protein_coding	lifr*	Leukemia inhibitory factor receptor	sp|O70535|LIFR_RAT	
ENSCHAG00000026229	12	24795276	24842217	46942	-	protein_coding	rictorb	"RPTOR independent companion of MTOR, complex 2b [Source:ZFIN;Acc:ZDB-GENE-070810-5]"		
ENSCHAG00000026445	12	24842411	24857870	15460	-	protein_coding	fybb	FYN binding protein b [Source:ZFIN;Acc:ZDB-GENE-091204-85]		
ENSCHAG00000026449	12	24860053	24860747	695	-	protein_coding	ccdc80*	Coiled-coil domain-containing protein 80	sp|Q90X49|CCD80_DANRE	
ENSCHAG00000026451	12	24862091	24864559	2469	-	protein_coding	ccdc80l2	coiled-coil domain containing 80 like 2 [Source:ZFIN;Acc:ZDB-GENE-091118-63]		
ENSCHAG00000026492	12	24868107	24909569	41463	+	protein_coding	nnt	nicotinamide nucleotide transhydrogenase [Source:ZFIN;Acc:ZDB-GENE-040426-2592]		
ENSCHAG00000026910	12	24952684	24974856	22173	-	protein_coding	fgf10a	fibroblast growth factor 10a [Source:ZFIN;Acc:ZDB-GENE-030715-1]		
ENSCHAG00000026917	12	25005174	25043828	38655	-	protein_coding	rai14	retinoic acid induced 14 [Source:ZFIN;Acc:ZDB-GENE-040718-235]		
ENSCHAG00000026925	12	25051389	25069237	17849	-	protein_coding	gzmk*	Granzyme K	sp|P49864|GRAK_RAT	
ENSCHAG00000026936	12	25066787	25069623	2837	-	protein_coding	gzmk*	Granzyme K	sp|P49863|GRAK_HUMAN	
ENSCHAG00000026939	12	25080140	25081399	1260	+	protein_coding	rxfp3	relaxin family peptide receptor 3 [Source:NCBI gene;Acc:105909011]		
ENSCHAG00000026941	12	25081926	25102872	20947	-	protein_coding	slc45a2	solute carrier family 45 member 2 [Source:ZFIN;Acc:ZDB-GENE-050208-97]		
ENSCHAG00000026943	12	25104186	25126672	22487	-	protein_coding	amacr	alpha-methylacyl-CoA racemase [Source:ZFIN;Acc:ZDB-GENE-050522-484]		
ENSCHAG00000026947	12	25143100	25147522	4423	-	protein_coding	btc	probetacellulin-like [Source:NCBI gene;Acc:105909354]		
ENSCHAG00000026957	12	25153747	25156082	2336	+	protein_coding	MYL5	myosin light chain 5 [Source:NCBI gene;Acc:105909085]		
ENSCHAG00000027033	12	25156833	25163543	6711	-	protein_coding	hpse	heparanase [Source:ZFIN;Acc:ZDB-GENE-041111-200]		
ENSCHAG00000027047	12	25163361	25175483	12123	-	protein_coding	helq	"helicase, POLQ like [Source:ZFIN;Acc:ZDB-GENE-060503-421]"		
ENSCHAG00000027075	12	25175501	25177487	1987	+	protein_coding	mrps18c	mitochondrial ribosomal protein S18C [Source:NCBI gene;Acc:105909231]		
ENSCHAG00000027078	12	25180436	25181775	1340	-	protein_coding	hspb11	"heat shock protein, alpha-crystallin-related, b11 [Source:NCBI gene;Acc:796767]"		
ENSCHAG00000027080	12	25183115	25184165	1051	+	protein_coding	atp5mea	ATP synthase membrane subunit ea [Source:ZFIN;Acc:ZDB-GENE-070928-12]		
ENSCHAG00000027294	12	25187381	25195946	8566	-	protein_coding	pde6b	phosphodiesterase 6B [Source:NCBI gene;Acc:105909046]		
ENSCHAG00000027680	12	25201361	25204059	2699	+	protein_coding	rbp4l	purpurin-like [Source:NCBI gene;Acc:105909220]		
ENSCHAG00000027681	12	25211894	25214400	2507	+	protein_coding	slc26a1	solute carrier family 26 member 1 [Source:NCBI gene;Acc:105909050]		
ENSCHAG00000027682	12	25215490	25225790	10301	+	protein_coding	zgc:86764	zgc:86764 [Source:ZFIN;Acc:ZDB-GENE-040718-435]		
ENSCHAG00000027683	12	25226427	25253253	26827	-	protein_coding	si:dkey-247m21.3	si:dkey-247m21.3 [Source:ZFIN;Acc:ZDB-GENE-091204-249]		
ENSCHAG00000000381	12	25260857	25305325	44469	+	protein_coding	cyp3a30*	Cytochrome P450 3A30	sp|Q9PVE8|C330_FUNHE	
ENSCHAG00000000454	12	25326930	25335161	8232	+	protein_coding	dusp4	dual specificity phosphatase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-709]		
ENSCHAG00000001309	12	25335455	25407186	71732	-	protein_coding	ankrd52*	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	sp|Q502K3|ANR52_DANRE	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase a [Source:ZFIN;Acc:ZDB-GENE-030131-7450]"
ENSCHAG00000004528	12	25436338	25445689	9352	+	protein_coding	PPTC7	protein phosphatase targeting COQ7 [Source:HGNC Symbol;Acc:HGNC:30695]		
ENSCHAG00000004587	12	25450730	25451878	1149	-	protein_coding	ppp1r3b	"protein phosphatase 1, regulatory subunit 3B [Source:NCBI gene;Acc:327285]"		
ENSCHAG00000004628	12	25463060	25545796	82737	+	protein_coding	tnksa	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase a [Source:ZFIN;Acc:ZDB-GENE-030131-7450]"		
ENSCHAG00000004650	12	25562625	25591539	28915	+	protein_coding	csgalnact1a	chondroitin sulfate N-acetylgalactosaminyltransferase 1a [Source:ZFIN;Acc:ZDB-GENE-121129-1]		
ENSCHAG00000004660	12	25611743	25613334	1592	+	protein_coding	fut7	"fucosyltransferase 7 (alpha (1,3) fucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-060929-997]"		
ENSCHAG00000004700	12	25635469	25636545	1077	-	protein_coding	fut7	"fucosyltransferase 7 (alpha (1,3) fucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-060929-997]"		
ENSCHAG00000004713	12	25648422	25649498	1077	+	protein_coding	fut7	"fucosyltransferase 7 (alpha (1,3) fucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-060929-997]"		
ENSCHAG00000004719	12	25659035	25660813	1779	+	protein_coding	gin1*	Gypsy retrotransposon integrase-like protein 1	sp|Q4R6I1|GIN1_MACFA	
ENSCHAG00000004723	12	25662909	25664130	1222	+	protein_coding	fut10*	"Alpha-(1,3)-fucosyltransferase 10"	sp|Q5F2N3|FUT10_DANRE	
ENSCHAG00000004761	12	25687182	25705489	18308	+	protein_coding	PLPP1	phospholipid phosphatase 1 [Source:NCBI gene;Acc:105894630]		
ENSCHAG00000004861	12	25706016	25856714	150699	-	protein_coding	mtrex	Mtr4 exosome RNA helicase [Source:NCBI gene;Acc:105894631]		
ENSCHAG00000007347	12	25756476	25891403	134928	-	protein_coding	pstpip2	proline-serine-threonine phosphatase interacting protein 2 [Source:NCBI gene;Acc:105894626]		
ENSCHAG00000007672	12	25757366	25768109	10744	-	protein_coding	pstpip2	proline-serine-threonine phosphatase interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-091204-90]		
ENSCHAG00000007729	12	25769593	25773336	3744	-	protein_coding	sub1a	SUB1 regulator of transcription a [Source:ZFIN;Acc:ZDB-GENE-050522-151]		
ENSCHAG00000007748	12	25776883	25784594	7712	-	protein_coding	si:dkey-27b3.2	Golgi phosphoprotein 3-like [Source:NCBI gene;Acc:105894643]		
ENSCHAG00000007792	12	25785062	25787458	2397	+	protein_coding	isl1l	"islet1, like [Source:ZFIN;Acc:ZDB-GENE-040624-1]"		
ENSCHAG00000007856	12	25857141	25874911	17771	+	protein_coding	dhx29	DEAH (Asp-Glu-Ala-His) box polypeptide 29 [Source:ZFIN;Acc:ZDB-GENE-130530-606]		
ENSCHAG00000009227	12	25892831	25894868	2038	-	protein_coding	sub1a	SUB1 regulator of transcription a [Source:ZFIN;Acc:ZDB-GENE-050522-151]		
ENSCHAG00000009287	12	25966678	25988295	21618	+	protein_coding	ITGA2	"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-091118-70]"		
ENSCHAG00000010118	12	25995744	26009518	13775	+	protein_coding	ITGA2	"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-091118-70]"		
ENSCHAG00000010526	12	26013380	26015773	2394	-	protein_coding	mocs2	molybdenum cofactor synthesis 2 [Source:ZFIN;Acc:ZDB-GENE-110411-53]		
ENSCHAG00000010460	12	26013380	26016566	3187	-	protein_coding	mocs2*	Molybdopterin synthase sulfur carrier subunit	sp|O96033|MOC2A_HUMAN	
ENSCHAG00000010537	12	26017973	26021029	3057	+	protein_coding	fstb	follistatin b [Source:ZFIN;Acc:ZDB-GENE-031118-139]		
ENSCHAG00000010626	12	26047598	26059041	11444	-	protein_coding	arl15b	ADP-ribosylation factor-like 15b [Source:ZFIN;Acc:ZDB-GENE-080813-2]		
ENSCHAG00000010651	12	26078692	26083002	4311	+	protein_coding	snx18b	sorting nexin-18-like [Source:NCBI gene;Acc:105894658]		
ENSCHAG00000010659	12	26087123	26101848	14726	-	protein_coding	nrxn1b*	Neurexin-1b	sp|A1XQX2|NR1BA_DANRE	
ENSCHAG00000010709	12	26114801	26124631	9831	+	protein_coding	rasgef1bb	ras-GEF domain-containing family member 1B-B-like [Source:NCBI gene;Acc:105894620]		
ENSCHAG00000010855	12	26125244	26128328	3085	-	protein_coding	si:dkeyp-41f9.4	si:dkeyp-41f9.4 [Source:ZFIN;Acc:ZDB-GENE-091204-320]		
ENSCHAG00000010898	12	26129666	26138398	8733	+	protein_coding	antxr2b	ANTXR cell adhesion molecule 2b [Source:ZFIN;Acc:ZDB-GENE-080213-4]		
ENSCHAG00000010984	12	26142108	26145779	3672	+	protein_coding	paqr3b	progestin and adipoQ receptor family member 3-like [Source:NCBI gene;Acc:105894621]		
ENSCHAG00000011008	12	26150302	26156813	6512	-	protein_coding	anxa3b	annexin A3b [Source:ZFIN;Acc:ZDB-GENE-041114-128]		
ENSCHAG00000011381	12	26164356	26174947	10592	-	protein_coding	mrrf	mitochondrial ribosome recycling factor [Source:NCBI gene;Acc:105894659]		
ENSCHAG00000011385	12	26178185	26191932	13748	+	protein_coding	rbm18	RNA binding motif protein 18 [Source:NCBI gene;Acc:393766]		
ENSCHAG00000011399	12	26194331	26207100	12770	+	protein_coding	lhx6	LIM homeobox 6 [Source:ZFIN;Acc:ZDB-GENE-041025-1]		
ENSCHAG00000011447	12	26210132	26224537	14406	-	protein_coding	morn5	MORN repeat containing 5 [Source:NCBI gene;Acc:554117]		
ENSCHAG00000011453	12	26224657	26227969	3313	+	protein_coding	ndufa8	NADH:ubiquinone oxidoreductase subunit A8 [Source:NCBI gene;Acc:105894657]		
ENSCHAG00000011490	12	26263264	26271462	8199	+	protein_coding	ppp2cb	protein phosphatase 2 catalytic subunit beta [Source:NCBI gene;Acc:105894634]		
ENSCHAG00000011502	12	26273453	26277888	4436	-	protein_coding	ubxn8*	UBX domain-containing protein 8	sp|Q9QZ49|UBXN8_MOUSE	
ENSCHAG00000011507	12	26279622	26280881	1260	-	protein_coding	hcg22*	Protein PBMUCL2	sp|E2RYF7|PBMU2_HUMAN	
ENSCHAG00000011541	12	26287863	26326301	38439	+	protein_coding	wrn	WRN RecQ like helicase [Source:ZFIN;Acc:ZDB-GENE-070702-2]		
ENSCHAG00000012120	12	26331976	26434956	102981	+	protein_coding	nrg1	neuregulin 1 [Source:ZFIN;Acc:ZDB-GENE-050302-113]		
ENSCHAG00000012288	12	26455104	26713054	257951	-	protein_coding	psd3l	"pleckstrin and Sec7 domain containing 3, like [Source:ZFIN;Acc:ZDB-GENE-030131-8195]"		
ENSCHAG00000014656	12	26591155	26751451	160297	+	protein_coding	hsh2d*	Hematopoietic SH2 domain-containing protein homolog	sp|Q56A36|HSH2D_DANRE	SH2 domain-containing protein 4A-like [Source:NCBI gene;Acc:105894656]
ENSCHAG00000014687	12	26602672	26613472	10801	-	protein_coding	slc38a9	solute carrier family 38 member 9 [Source:NCBI gene;Acc:105894654]		
ENSCHAG00000014764	12	26620539	26629399	8861	+	protein_coding	ddx4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 [Source:ZFIN;Acc:ZDB-GENE-990415-272]		
ENSCHAG00000014874	12	26637982	26791601	153620	+	protein_coding	il6st*	Interleukin-6 receptor subunit beta	sp|P40190|IL6RB_RAT	
ENSCHAG00000014949	12	26754165	26763573	9409	-	protein_coding	slc38a9	solute carrier family 38 member 9 [Source:NCBI gene;Acc:562137]		
ENSCHAG00000015035	12	26774801	26778987	4187	+	protein_coding	ddx4	DEAD-box helicase 4 [Source:HGNC Symbol;Acc:HGNC:18700]		
ENSCHAG00000015157	12	26810537	26822381	11845	-	protein_coding	il6st	interleukin 6 signal transducer [Source:ZFIN;Acc:ZDB-GENE-080104-6]		
ENSCHAG00000015383	12	26825860	26841115	15256	-	protein_coding	ankrd55	ankyrin repeat domain 55 [Source:ZFIN;Acc:ZDB-GENE-080104-7]		
ENSCHAG00000015925	12	26937306	26945873	8568	+	protein_coding	hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1042]		
ENSCHAG00000016169	12	26946432	27045951	99520	+	protein_coding	tln1	talin 1 [Source:ZFIN;Acc:ZDB-GENE-031002-48]		
ENSCHAG00000017837	12	27048717	27053112	4396	+	protein_coding	tpm1*	Tropomyosin alpha-1 chain	sp|P09493|TPM1_HUMAN	
ENSCHAG00000017845	12	27072603	27087574	14972	+	protein_coding	ankrd55	ankyrin repeat domain 55 [Source:ZFIN;Acc:ZDB-GENE-080104-7]		
ENSCHAG00000017930	12	27096674	27098863	2190	+	protein_coding	zgc:114200	zgc:114200 [Source:ZFIN;Acc:ZDB-GENE-050913-96]		
ENSCHAG00000017958	12	27108796	27122292	13497	-	protein_coding	ca9	carbonic anhydrase IX [Source:ZFIN;Acc:ZDB-GENE-080818-5]		
ENSCHAG00000017980	12	27129054	27131463	2410	-	protein_coding	dcp2	decapping mRNA 2 [Source:ZFIN;Acc:ZDB-GENE-040426-851]		
ENSCHAG00000018041	12	27131484	27135364	3881	+	protein_coding	reep5	receptor accessory protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9181]		
ENSCHAG00000018116	12	27137354	27156940	19587	-	protein_coding	chd1	chromodomain helicase DNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7120]		
ENSCHAG00000019073	12	27158545	27159444	900	-	protein_coding				
ENSCHAG00000019091	12	27160859	27173124	12266	-	protein_coding	st8sia4	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:ZFIN;Acc:ZDB-GENE-060322-10]"		
ENSCHAG00000019116	12	27204757	27259168	54412	+	protein_coding	pam	peptidylglycine alpha-amidating monooxygenase [Source:ZFIN;Acc:ZDB-GENE-090313-384]		
ENSCHAG00000019322	12	27260795	27300530	39736	+	protein_coding	ppip5k2	diphosphoinositol pentakisphosphate kinase 2 [Source:ZFIN;Acc:ZDB-GENE-091204-125]		
ENSCHAG00000019689	12	27306566	27307231	666	+	protein_coding	MACIR	chromosome 5 open reading frame 30 [Source:HGNC Symbol;Acc:HGNC:25052]		
ENSCHAG00000019693	12	27312822	27314077	1256	+	protein_coding				
ENSCHAG00000019758	12	27314583	27334177	19595	+	protein_coding	LYZ	lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]		
ENSCHAG00000019784	12	27326823	27329056	2234	-	protein_coding	LYZ	lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]		
ENSCHAG00000019793	12	27329346	27330703	1358	-	protein_coding				
ENSCHAG00000019903	12	27341983	27346224	4242	-	protein_coding	pdzph1	PDZ and pleckstrin homology domains 1 [Source:ZFIN;Acc:ZDB-GENE-090313-385]		
ENSCHAG00000019934	12	27403989	27404588	600	-	protein_coding	DIRAS2	DIRAS family GTPase 2 [Source:NCBI gene;Acc:105908456]		
ENSCHAG00000019937	12	27410364	27436365	26002	+	protein_coding	syk	spleen tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-040702-3]		
ENSCHAG00000019965	12	27470640	27500621	29982	-	protein_coding	auh	AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]		
ENSCHAG00000020043	12	27500642	27502177	1536	-	protein_coding	nfil3	"nuclear factor, interleukin 3 regulated [Source:NCBI gene;Acc:445509]"		
